"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"18.05.2023","175,26","176,45","177,62","174,60","34,01M","-0,59%"
"17.05.2023","176,30","176,90","178,38","174,72","37,03M","-0,42%"
"16.05.2023","177,05","179,90","181,80","176,73","51,24M","-1,11%"
"15.05.2023","179,04","174,69","179,83","173,20","56,17M","2,93%"
"12.05.2023","173,95","174,30","175,00","172,61","23,45M","-0,10%"
"11.05.2023","174,13","176,19","178,11","171,61","50,34M","-0,80%"
"10.05.2023","175,53","171,30","176,74","171,12","50,98M","2,75%"
"08.05.2023","170,84","172,60","172,91","170,65","11,49M","-0,73%"
"05.05.2023","172,09","173,66","175,48","171,16","22,70M","-0,90%"
"04.05.2023","173,66","173,23","174,24","172,01","20,47M","0,46%"
"03.05.2023","172,87","177,76","177,79","172,15","37,66M","-2,87%"
"02.05.2023","177,97","181,00","181,86","175,80","33,10M","-1,74%"
"28.04.2023","181,13","184,40","185,00","179,64","38,85M","-1,53%"
"27.04.2023","183,95","178,24","184,87","177,62","49,29M","3,12%"
"26.04.2023","178,38","179,05","179,84","178,03","16,61M","-0,31%"
"25.04.2023","178,93","181,50","182,11","178,00","29,27M","-1,45%"
"24.04.2023","181,56","181,48","183,88","170,63","44,38M","-0,09%"
"21.04.2023","181,72","182,00","183,49","181,21","20,94M","-0,01%"
"20.04.2023","181,74","182,03","182,72","178,64","38,61M","-0,15%"
"19.04.2023","182,01","184,33","185,32","180,30","47,95M","-1,29%"
"18.04.2023","184,39","182,41","184,97","182,00","41,51M","1,32%"
"17.04.2023","181,99","180,85","182,15","180,08","28,70M","1,39%"
"14.04.2023","179,50","179,00","180,10","177,10","20,38M","0,43%"
"13.04.2023","178,73","179,10","180,59","176,80","30,77M","-0,01%"
"12.04.2023","178,75","178,32","179,78","175,55","37,42M","0,89%"
"11.04.2023","177,18","175,50","182,50","175,20","118,21M","1,51%"
"10.04.2023","174,54","173,55","175,20","173,23","23,37M","0,84%"
"07.04.2023","173,09","171,50","173,18","171,29","17,93M","0,87%"
"06.04.2023","171,60","174,02","175,00","171,30","30,25M","-1,30%"
"05.04.2023","173,86","172,55","174,48","170,58","32,91M","0,76%"
"04.04.2023","172,55","171,00","176,00","170,14","73,20M","1,27%"
"03.04.2023","170,38","170,99","171,50","169,00","22,79M","0,32%"
"31.03.2023","169,83","172,00","172,71","168,14","31,38M","-1,09%"
"30.03.2023","171,71","170,78","171,80","170,02","14,71M","0,44%"
"29.03.2023","170,95","171,58","172,50","169,41","22,45M","-0,07%"
"28.03.2023","171,07","172,94","172,94","169,10","27,05M","-0,73%"
"27.03.2023","172,33","170,20","173,25","169,74","36,03M","1,95%"
"24.03.2023","169,03","169,23","169,49","168,01","14,78M","0,11%"
"23.03.2023","168,84","168,72","169,71","167,82","18,76M","0,07%"
"22.03.2023","168,72","170,00","171,38","167,70","38,94M","-1,07%"
"21.03.2023","170,55","176,00","177,25","168,66","107,47M","-2,93%"
"20.03.2023","175,70","164,40","176,86","164,14","128,10M","7,60%"
"17.03.2023","163,29","160,19","164,41","159,85","41,76M","2,24%"
"16.03.2023","159,71","159,85","160,83","158,50","20,92M","0,02%"
"15.03.2023","159,68","161,69","162,48","158,05","24,96M","-0,82%"
"14.03.2023","161,00","158,89","161,40","158,55","17,51M","1,24%"
"13.03.2023","159,03","160,35","161,62","158,30","20,24M","-0,63%"
"10.03.2023","160,04","160,50","161,29","159,51","17,24M","-0,73%"
"09.03.2023","161,21","162,21","163,18","161,12","13,95M","-0,84%"
"07.03.2023","162,57","163,80","163,85","162,00","13,86M","-0,48%"
"06.03.2023","163,35","163,20","164,30","162,52","19,51M","0,67%"
"03.03.2023","162,27","161,20","163,30","160,90","21,33M","0,85%"
"02.03.2023","160,90","164,18","164,34","159,50","53,20M","-2,19%"
"01.03.2023","164,50","158,00","164,56","157,99","67,73M","4,34%"
"28.02.2023","157,66","156,49","158,09","155,56","18,44M","0,84%"
"27.02.2023","156,34","153,90","157,30","153,50","17,13M","1,37%"
"24.02.2023","154,22","155,53","156,98","153,72","9,98M","-0,70%"
"22.02.2023","155,31","154,89","156,40","153,50","11,65M","0,22%"
"21.02.2023","154,97","153,61","156,43","153,61","21,40M","1,13%"
"20.02.2023","153,24","153,62","154,30","151,62","15,32M","-0,25%"
"17.02.2023","153,62","153,40","155,08","152,83","13,26M","0,04%"
"16.02.2023","153,56","154,01","154,50","151,62","17,32M","0,31%"
"15.02.2023","153,09","156,05","156,07","150,60","27,57M","-2,19%"
"14.02.2023","156,52","157,90","158,10","155,13","18,61M","-0,94%"
"13.02.2023","158,01","159,47","159,47","158,00","11,42M","-0,42%"
"10.02.2023","158,68","159,07","159,46","158,32","9,87M","-0,32%"
"09.02.2023","159,19","158,50","160,44","157,60","27,66M","0,64%"
"08.02.2023","158,18","160,01","160,42","157,82","16,69M","-1,06%"
"07.02.2023","159,87","160,50","161,35","159,51","13,95M","-0,17%"
"06.02.2023","160,14","160,68","161,76","158,91","28,14M","-0,45%"
"03.02.2023","160,87","158,09","163,96","156,76","69,54M","1,75%"
"02.02.2023","158,10","158,44","158,59","157,31","11,99M","-0,01%"
"01.02.2023","158,12","158,30","158,66","157,54","14,24M","0,01%"
"31.01.2023","158,10","158,41","160,00","158,00","15,13M","-0,20%"
"30.01.2023","158,41","159,08","159,67","157,70","10,74M","-0,42%"
"27.01.2023","159,08","157,58","159,33","156,91","12,29M","0,95%"
"26.01.2023","157,58","159,12","159,43","157,13","12,39M","-0,89%"
"25.01.2023","158,99","157,90","159,13","156,71","15,57M","0,70%"
"24.01.2023","157,88","160,30","160,83","157,44","16,62M","-1,36%"
"23.01.2023","160,06","158,85","160,49","158,20","15,09M","0,76%"
"20.01.2023","158,85","160,56","161,45","158,55","16,52M","-1,05%"
"19.01.2023","160,53","161,99","162,49","160,01","15,64M","-1,02%"
"18.01.2023","162,18","162,52","163,96","160,81","14,47M","-0,09%"
"17.01.2023","162,33","165,80","165,92","162,00","18,07M","-2,09%"
"16.01.2023","165,80","165,10","166,80","164,90","14,68M","0,75%"
"13.01.2023","164,56","164,30","165,73","163,50","12,25M","0,24%"
"12.01.2023","164,17","165,71","165,79","163,75","11,37M","-1,00%"
"11.01.2023","165,83","162,05","167,19","161,70","25,25M","2,30%"
"10.01.2023","162,10","162,71","162,98","161,44","7,35M","-0,37%"
"09.01.2023","162,71","162,99","163,49","161,88","9,75M","0,38%"
"06.01.2023","162,10","161,20","162,59","161,10","5,25M","0,56%"
"05.01.2023","161,20","162,50","162,85","160,71","7,61M","-0,81%"
"04.01.2023","162,51","163,48","163,48","162,06","6,68M","-0,62%"
"03.01.2023","163,52","163,00","164,36","162,33","6,39M","0,59%"
"30.12.2022","162,56","162,91","164,00","161,80","11,64M","-0,21%"
"29.12.2022","162,91","161,80","163,38","161,74","9,23M","0,67%"
"28.12.2022","161,82","164,25","164,79","161,81","13,61M","-1,37%"
"27.12.2022","164,07","162,46","164,98","161,98","20,33M","1,20%"
"26.12.2022","162,12","161,73","163,10","160,80","15,15M","0,76%"
"23.12.2022","160,89","157,95","162,50","157,22","23,30M","1,86%"
"22.12.2022","157,95","157,69","159,00","157,12","10,57M","0,23%"
"21.12.2022","157,59","159,44","160,00","156,50","16,53M","-0,85%"
"20.12.2022","158,94","157,49","159,45","157,38","15,67M","0,84%"
"19.12.2022","157,61","159,90","160,12","157,00","19,34M","-1,64%"
"16.12.2022","160,24","160,21","162,48","159,95","13,73M","-0,04%"
"15.12.2022","160,31","160,74","161,25","157,72","22,02M","-0,27%"
"14.12.2022","160,74","162,26","162,49","160,25","13,89M","-1,02%"
"13.12.2022","162,40","162,96","163,44","162,00","8,49M","-0,30%"
"12.12.2022","162,89","163,24","163,81","161,85","13,18M","0,09%"
"09.12.2022","162,75","163,00","163,48","162,40","8,32M","-0,15%"
"08.12.2022","163,00","163,56","163,99","162,71","8,85M","-0,43%"
"07.12.2022","163,70","164,30","164,33","162,70","11,23M","-0,37%"
"06.12.2022","164,30","165,02","165,68","163,12","13,49M","-0,44%"
"05.12.2022","165,03","165,59","167,20","164,58","12,27M","-0,50%"
"02.12.2022","165,86","167,00","167,19","164,18","20,38M","-0,67%"
"01.12.2022","166,98","167,99","168,76","166,31","11,99M","-0,43%"
"30.11.2022","167,70","167,99","168,19","167,60","11,84M","-0,24%"
"29.11.2022","168,10","168,59","169,00","167,92","9,80M","0,00%"
"28.11.2022","168,10","168,00","168,67","167,52","9,57M","-0,55%"
"25.11.2022","169,03","169,48","169,53","168,10","10,19M","0,04%"
"24.11.2022","168,96","169,41","170,87","168,60","10,81M","-0,11%"
"23.11.2022","169,15","168,20","170,60","167,50","18,37M","0,64%"
"22.11.2022","168,08","167,89","168,50","167,45","9,95M","-0,03%"
"21.11.2022","168,13","168,55","168,67","167,00","10,29M","-0,39%"
"18.11.2022","168,79","169,20","169,25","167,51","10,14M","-0,12%"
"17.11.2022","168,99","168,80","169,80","168,01","10,92M","0,14%"
"16.11.2022","168,76","166,60","169,15","166,60","14,14M","1,51%"
"15.11.2022","166,25","171,08","171,30","161,79","33,22M","-1,98%"
"14.11.2022","169,60","170,84","171,92","166,51","30,08M","-0,15%"
"11.11.2022","169,86","169,27","170,60","167,51","16,60M","0,57%"
"10.11.2022","168,90","167,50","170,18","167,18","23,98M","1,08%"
"09.11.2022","167,10","169,84","170,32","166,15","19,09M","-1,69%"
"08.11.2022","169,97","170,05","172,00","169,17","25,27M","0,07%"
"07.11.2022","169,85","171,01","171,59","169,52","22,05M","0,42%"
"03.11.2022","169,14","167,01","169,65","166,68","18,18M","0,85%"
"02.11.2022","167,72","169,92","170,45","167,10","18,47M","-1,29%"
"01.11.2022","169,92","170,90","171,29","169,75","16,82M","-0,21%"
"31.10.2022","170,27","170,73","171,50","169,21","16,03M","-0,27%"
"28.10.2022","170,73","171,89","172,35","169,41","29,77M","-1,01%"
"27.10.2022","172,47","172,50","173,98","171,30","23,32M","0,28%"
"26.10.2022","171,98","173,16","173,42","168,70","34,58M","-0,23%"
"25.10.2022","172,38","166,00","174,69","164,22","47,64M","4,18%"
"24.10.2022","165,47","168,00","168,88","164,82","25,94M","-0,91%"
"21.10.2022","166,99","160,00","169,96","159,03","35,54M","3,88%"
"20.10.2022","160,75","161,69","162,48","160,15","14,36M","-0,33%"
"19.10.2022","161,29","159,10","161,50","157,40","23,66M","0,68%"
"18.10.2022","160,20","164,00","164,64","159,10","20,79M","-1,86%"
"17.10.2022","163,24","160,00","163,80","159,60","26,85M","2,28%"
"14.10.2022","159,60","161,00","161,16","158,64","15,41M","-0,77%"
"13.10.2022","160,84","161,69","162,45","159,48","19,84M","-0,59%"
"12.10.2022","161,80","163,50","164,00","160,31","18,21M","-0,67%"
"11.10.2022","162,89","163,89","165,20","159,62","33,26M","-0,61%"
"10.10.2022","163,89","181,26","181,26","137,10","117,00M","-16,02%"
"07.10.2022","195,15","212,84","212,84","195,01","101,57M","-8,32%"
"06.10.2022","212,86","210,00","216,88","209,06","51,66M","1,82%"
"05.10.2022","209,05","211,50","211,50","202,85","53,22M","-0,79%"
"04.10.2022","210,72","216,48","216,70","208,80","49,76M","-2,37%"
"03.10.2022","215,83","219,00","220,55","213,63","50,70M","-0,86%"
"30.09.2022","217,70","231,68","238,72","189,42","245,89M","-3,87%"
"29.09.2022","226,46","219,50","226,80","210,51","70,26M","4,18%"
"28.09.2022","217,38","217,00","223,70","208,66","83,42M","0,04%"
"27.09.2022","217,30","211,36","217,36","207,12","81,35M","5,49%"
"26.09.2022","206,00","219,00","221,90","200,62","103,86M","-8,38%"
"23.09.2022","224,84","233,40","234,50","222,22","62,92M","-2,86%"
"22.09.2022","231,45","215,01","237,77","215,01","126,46M","8,12%"
"21.09.2022","214,07","196,50","218,78","192,00","100,16M","-3,20%"
"20.09.2022","221,15","242,40","243,45","200,01","213,25M","-9,44%"
"19.09.2022","244,21","243,19","245,91","242,71","21,34M","0,17%"
"16.09.2022","243,80","243,67","248,20","241,83","37,38M","0,05%"
"15.09.2022","243,68","243,32","244,30","241,91","22,17M","0,15%"
"14.09.2022","243,32","242,29","243,39","240,00","19,83M","0,28%"
"13.09.2022","242,64","243,90","245,29","241,80","21,64M","-0,27%"
"12.09.2022","243,30","243,99","247,00","241,06","31,29M","-0,83%"
"09.09.2022","245,34","244,48","247,20","242,16","27,28M","0,57%"
"08.09.2022","243,95","241,55","245,30","237,84","39,14M","0,99%"
"07.09.2022","241,55","245,80","245,80","241,55","31,50M","-1,81%"
"06.09.2022","246,00","249,99","250,20","241,00","51,58M","-1,60%"
"05.09.2022","250,00","251,00","252,11","248,55","30,36M","-1,11%"
"02.09.2022","252,80","249,68","253,95","246,22","37,79M","1,48%"
"01.09.2022","249,11","258,00","259,85","247,62","83,68M","-2,27%"
"31.08.2022","254,90","224,40","275,96","224,40","239,41M","24,95%"
"30.08.2022","204,00","190,45","204,20","190,45","112,56M","7,37%"
"29.08.2022","190,00","183,15","190,00","182,65","30,58M","3,47%"
"26.08.2022","183,62","181,70","184,20","180,50","13,02M","0,95%"
"25.08.2022","181,90","183,00","184,60","180,80","14,91M","-0,51%"
"24.08.2022","182,83","184,70","186,66","182,19","17,56M","-0,80%"
"23.08.2022","184,30","182,39","185,80","182,10","26,93M","1,43%"
"22.08.2022","181,70","177,40","182,20","176,88","22,80M","2,31%"
"19.08.2022","177,60","178,78","178,90","176,60","9,22M","-0,71%"
"18.08.2022","178,87","176,30","179,37","175,50","16,04M","1,34%"
"17.08.2022","176,50","181,90","182,49","176,40","24,24M","-2,65%"
"16.08.2022","181,30","175,50","181,61","174,70","33,09M","3,72%"
"15.08.2022","174,80","174,01","175,50","172,40","18,50M","0,25%"
"12.08.2022","174,36","174,50","175,88","172,29","20,50M","0,15%"
"11.08.2022","174,10","179,49","180,63","173,51","26,79M","-2,63%"
"10.08.2022","178,81","181,04","182,33","178,53","20,46M","-1,23%"
"09.08.2022","181,04","178,00","181,38","175,20","24,43M","1,79%"
